mesa,A540,A500,A520,P13,A590,A560,A570,blancos,nulos
1274,98,55,32,4,2,23,6,5,26
1279,91,59,31,13,3,22,7,5,18
1272,80,59,51,4,0,26,5,11,24
1280,94,66,35,5,0,23,7,10,20
1273,84,78,38,6,2,18,6,15,21
1256,65,74,44,12,4,20,5,8,25
1277,80,53,33,6,1,15,7,4,32
1259,65,77,57,11,7,22,4,9,20
1275,100,61,37,9,2,21,12,9,14
1254,115,46,35,7,2,20,1,7,6
1258,70,83,41,3,5,14,3,11,20
1257,75,71,53,8,0,17,3,10,9
1253,89,67,39,7,9,24,2,7,6
1255,98,57,38,4,0,19,8,6,13
1267,91,74,32,0,2,23,0,17,14
1282,89,73,34,7,3,12,9,7,13
1281,86,66,53,4,1,24,4,4,12
1252,105,54,44,6,2,22,6,10,14
1266,94,59,34,10,5,26,1,11,11
1268,88,63,60,6,2,16,5,8,20
1269,93,52,46,7,3,19,4,13,24
1264,94,54,58,4,2,12,6,17,18
1263,90,92,39,5,1,18,4,4,14
636,98,66,27,7,0,9,3,9,20
638,96,54,38,10,2,15,3,10,17
634,98,58,40,7,1,14,4,13,9
633,104,58,41,8,0,10,7,8,9
635,82,71,30,10,3,15,3,14,15
1265,82,72,35,8,1,19,7,10,16
637,102,64,32,3,3,18,8,8,17
2408,80,78,49,1,3,22,10,4,14
2418,56,86,26,4,1,20,3,9,42
2409,74,101,51,6,1,12,6,2,6
2410,90,75,49,6,3,21,2,8,6
2435,69,85,33,6,4,17,8,6,7
2282,90,78,41,6,0,20,6,18,7
2283,99,76,52,6,4,17,5,4,16
1251,0,0,0,0,0,0,0,0,0
2284,85,74,44,8,3,29,6,7,8
1250,79,71,37,5,3,20,5,11,14
2106,92,70,70,11,2,15,7,18,0
1249,85,82,43,3,2,16,2,9,5
355,54,95,46,12,1,24,6,5,10
356,61,114,38,6,2,15,4,2,6
352,106,62,41,9,3,15,3,9,15
1990,66,167,9,3,6,8,1,4,5
2071,65,103,52,4,5,18,7,2,4
351,102,43,50,12,3,14,4,13,11
358,48,94,44,11,3,23,1,5,6
357,66,105,32,12,3,16,5,9,10
2070,77,105,35,0,6,26,2,4,3
2072,60,104,22,5,2,18,7,11,5
2069,65,96,38,3,5,16,4,5,18
1239,79,57,46,5,2,20,1,8,14
1241,77,57,68,6,1,15,2,6,9
1238,84,53,44,4,4,15,6,8,14
1236,88,60,45,4,3,15,5,4,16
1237,95,65,43,3,2,19,9,7,11
1240,90,55,71,4,0,11,5,6,9
1234,89,63,58,6,2,2,4,23,6
1233,90,65,42,6,2,19,3,5,10
1235,83,76,50,5,2,16,4,7,12
1230,90,60,43,2,0,12,1,11,9
1232,91,67,41,7,2,21,4,7,13
1229,82,66,43,7,1,12,1,11,18
1231,93,77,39,5,3,18,4,11,16
1227,86,73,49,3,1,10,4,20,8
1228,91,59,61,8,0,11,3,10,0
1225,71,74,56,6,2,14,9,10,6
1226,82,53,54,5,2,17,2,14,18
2068,55,113,44,6,2,21,4,7,2
2067,69,94,43,6,3,24,4,6,9
1223,102,61,39,2,2,13,4,8,16
2064,50,113,45,3,2,17,2,4,9
1222,79,75,51,6,3,12,2,12,18
2066,68,95,44,3,3,11,4,10,9
2063,52,97,31,4,2,18,2,13,8
1224,69,71,39,3,0,17,9,8,28
2065,72,110,31,1,9,28,3,2,0
2060,61,112,32,2,4,25,10,1,11
2061,59,94,45,7,5,29,6,6,7
2055,71,101,38,5,6,29,0,5,9
2058,64,109,36,3,5,30,3,14,8
2057,64,114,30,5,2,22,5,3,10
1987,47,196,13,3,3,5,2,0,1
1988,53,194,10,0,4,4,3,0,3
2056,50,94,41,2,7,21,4,4,30
2062,63,113,32,8,7,18,8,4,4
2059,85,72,42,2,7,19,6,9,8
1989,52,192,17,0,1,9,1,4,2
354,63,99,47,3,3,13,4,1,11
1986,45,189,12,1,0,5,1,3,3
1985,66,184,13,2,3,5,1,3,3
2115,104,79,22,2,1,14,10,8,9
353,64,105,38,10,1,25,3,1,15
2117,107,65,35,7,3,15,1,11,16
1984,55,168,14,2,9,8,1,3,2
2118,94,80,55,7,6,12,2,4,17
2111,92,69,29,11,2,18,6,8,14
2114,101,81,34,6,0,18,4,3,19
2116,96,72,41,6,3,7,0,13,12
2113,100,64,34,2,2,10,7,14,19
2112,97,53,35,3,1,9,6,14,22
2109,100,73,28,7,1,11,6,12,12
2110,79,70,37,8,2,16,4,14,18
2107,90,57,43,5,0,25,7,13,16
2108,101,80,24,7,3,14,7,7,14
350,109,53,33,3,1,12,2,7,19
349,113,59,44,3,0,10,3,9,12
348,95,63,42,4,0,25,4,11,11
2285,112,78,36,4,1,23,4,5,13
2434,78,86,47,3,1,15,3,4,7
347,113,48,42,4,2,11,5,6,25
2419,67,80,33,5,4,20,4,7,17
346,106,65,40,4,2,16,5,11,9
1247,91,69,48,4,2,22,7,4,14
345,97,51,44,5,1,15,6,11,12
1245,93,74,44,10,3,20,5,4,10
1246,102,53,50,6,4,19,3,11,8
1243,80,65,40,12,2,26,6,14,14
344,91,62,53,4,2,10,5,6,14
1244,88,67,40,4,4,16,10,5,10
1242,87,66,53,3,1,18,2,3,8
1248,91,68,36,4,3,24,3,2,19
2430,54,75,34,4,1,19,5,19,20
2433,61,72,42,0,2,37,9,3,15
2431,72,78,43,7,0,23,4,7,16
2102,62,98,34,4,5,20,3,2,9
2103,74,92,36,2,3,13,3,7,8
2104,76,103,34,2,0,25,7,2,4
2429,71,66,46,10,1,17,7,8,9
2105,60,109,38,4,3,21,6,4,12
2073,70,105,43,0,2,20,2,5,9
2054,56,101,36,6,3,22,9,2,4
2101,65,117,38,1,3,16,9,8,12
2432,79,77,27,7,0,19,3,5,9
2052,61,104,37,1,6,26,3,3,7
2053,72,111,31,3,4,19,4,5,16
2100,62,108,43,2,3,22,6,2,7
2096,57,94,46,6,3,16,4,6,13
2097,57,126,33,3,3,29,4,1,6
2051,84,102,28,5,4,17,7,6,4
2095,59,108,47,1,5,16,6,9,5
2094,75,100,35,4,2,31,7,7,2
2092,69,90,43,1,10,30,3,7,4
2091,61,109,39,3,5,25,6,13,8
2090,81,94,35,3,1,23,10,11,2
2093,50,90,37,3,4,24,5,5,10
2050,60,97,45,4,4,19,8,6,10
2088,67,100,31,3,4,19,4,10,9
2048,54,108,38,4,8,19,4,8,13
2049,68,131,31,6,3,24,3,4,3
2046,,,,,,,,0,0
2089,72,108,37,3,1,18,3,4,6
2044,59,81,40,3,1,28,6,8,6
2045,61,108,32,5,2,24,4,8,6
2047,65,116,27,1,5,22,8,3,6
2079,59,110,37,1,1,17,7,8,7
2041,63,102,46,6,4,21,2,6,5
2078,61,114,36,5,4,21,8,5,6
2042,62,110,29,5,3,20,4,8,10
2043,86,105,23,3,5,26,8,5,9
2077,48,125,34,3,7,24,5,7,2
2076,80,111,29,7,3,25,2,4,5
343,97,67,28,9,0,10,4,10,15
2074,65,108,22,3,3,25,4,3,7
338,85,67,38,9,6,17,4,15,11
2075,71,98,33,9,5,18,7,5,9
341,95,53,49,2,1,18,4,8,21
342,94,47,42,6,1,14,5,9,7
340,84,54,47,5,4,13,11,9,10
339,90,62,47,9,2,15,3,6,12
2087,69,83,42,5,6,23,4,8,14
2099,63,84,37,7,4,26,8,4,3
2082,75,102,33,7,5,25,7,7,7
2098,66,103,34,4,3,30,4,9,9
2086,69,105,39,6,6,24,5,3,6
2081,85,89,39,2,1,16,2,5,4
2085,80,85,41,4,7,22,6,6,5
2083,66,83,54,1,4,25,5,9,11
2428,70,90,28,6,4,18,10,5,10
2080,77,88,39,0,1,23,4,3,11
2424,82,85,37,5,5,17,7,5,10
2423,73,91,23,4,1,22,3,6,12
2427,75,82,46,4,5,25,5,2,6
2084,75,104,38,3,6,15,4,12,0
2425,63,110,32,3,2,22,3,4,7
2426,60,86,53,5,3,22,6,1,10
2415,77,82,40,2,0,16,3,12,15
2420,73,78,46,3,2,13,9,9,10
2412,0,0,0,0,0,0,0,0,0
2414,90,69,35,6,3,21,6,10,0
2413,77,99,28,6,0,21,6,7,11
2417,73,72,33,2,5,32,7,10,12
2416,72,80,33,8,4,15,1,11,10
2422,86,90,32,4,8,21,4,3,7
2421,81,89,34,6,4,17,4,1,0
2405,66,84,48,4,7,25,10,2,4
2411,70,93,34,5,3,25,8,8,14
2407,66,88,47,6,5,16,6,8,13
2404,56,91,40,5,2,23,3,8,16
2402,61,84,45,2,4,24,5,2,11
2399,72,65,36,7,3,33,7,4,0
2397,83,70,41,3,2,18,4,9,5
2400,84,62,49,7,4,21,6,10,7
2403,71,69,40,4,4,24,6,6,16
2406,67,91,34,2,1,25,5,6,13
2401,58,87,41,2,4,27,4,2,12
2398,69,83,51,4,1,18,3,5,16
735,45,108,41,3,3,15,4,6,3
725,39,123,28,8,5,27,4,6,8
726,54,112,34,3,5,19,4,3,7
724,52,121,43,2,3,23,6,5,4
520,94,76,41,5,3,20,5,11,16
526,117,51,37,7,3,12,8,17,11
719,51,122,29,3,10,26,5,5,7
1204,72,92,58,3,4,27,5,4,7
1221,70,97,57,1,8,25,6,6,5
519,113,58,33,6,1,14,7,3,19
525,117,53,51,10,3,7,7,7,19
1203,64,96,47,4,5,29,5,9,13
709,4,2,3,1,0,1,0,0,0
2705,119,31,32,4,2,10,1,6,14
2680,43,73,14,2,3,8,0,4,7
2844,77,84,42,6,1,27,7,7,10
2679,51,70,18,5,2,9,4,3,10
2840,68,92,47,5,2,27,5,3,29
2843,84,101,40,5,2,25,5,10,7
2704,125,23,32,2,0,11,2,8,19
2838,75,78,34,3,2,29,4,10,14
2839,77,88,52,4,1,22,5,7,9
2703,124,29,27,5,1,5,3,16,11
2836,94,70,41,8,1,30,2,1,21
2837,80,101,45,2,4,18,7,9,11
2702,108,29,33,5,1,7,4,11,16
2833,77,86,50,2,5,23,9,9,12
2841,87,73,33,5,4,32,3,11,14
2834,87,93,37,4,1,26,7,6,12
2842,78,101,40,10,2,20,6,7,11
2319,91,41,38,5,4,17,6,2,12
544,73,35,15,1,0,7,3,3,23
2832,83,85,38,4,4,23,4,7,17
2321,96,46,45,6,0,7,4,9,13
2835,87,89,35,4,1,23,9,3,9
2320,102,27,44,2,3,14,10,14,12
2315,34,0,0,2,2,6,0,9,11
2318,100,34,46,7,1,12,3,11,10
2317,106,29,47,3,0,12,3,11,8
1197,63,104,41,4,6,34,8,2,11
2316,102,53,43,8,1,10,2,11,7
1200,78,73,34,6,1,25,4,8,12
1201,59,117,32,3,3,34,10,9,4
1199,66,111,36,4,3,30,6,7,8
1198,65,114,39,3,8,27,7,2,6
1196,77,100,31,3,5,30,5,3,6
1202,72,106,35,6,1,33,7,6,2
1194,61,121,38,1,1,32,7,7,4
1195,63,109,41,6,7,34,9,2,7
1190,80,104,41,7,2,17,3,5,13
1191,67,115,46,4,6,35,5,7,6
1188,59,115,54,3,3,21,5,9,12
1192,73,115,41,3,3,28,1,5,6
1189,58,117,40,2,4,22,8,2,11
1209,60,93,49,2,10,28,9,5,6
1210,105,106,31,4,7,28,3,0,0
1208,68,100,44,5,4,27,5,8,3
1193,61,111,49,3,1,25,3,3,13
1205,82,92,40,4,3,19,4,8,11
1206,69,110,41,3,0,31,4,7,2
1219,76,109,31,5,4,25,8,5,8
1220,55,122,40,6,5,30,3,5,10
1207,67,115,43,7,7,30,7,2,9
1216,54,122,31,2,5,26,3,6,5
1217,66,118,38,4,9,30,7,10,10
1218,57,93,35,2,9,26,3,7,11
1215,56,115,40,3,6,38,4,2,5
1214,68,94,36,0,6,39,4,7,11
1212,71,95,42,7,12,41,9,7,4
1213,73,112,42,5,4,24,7,4,6
524,126,68,20,7,3,16,4,9,11
522,114,51,32,2,5,18,8,12,22
523,106,70,44,9,3,11,7,12,13
518,127,53,35,9,1,15,5,18,12
521,119,62,44,4,5,13,5,7,22
1211,57,117,36,1,7,31,6,9,4
517,113,56,42,6,3,10,2,5,14
516,102,53,47,5,3,19,7,17,11
514,119,57,43,11,0,15,2,5,20
515,94,66,43,7,4,18,6,10,12
718,40,105,58,3,3,24,2,5,11
717,52,105,47,2,2,22,4,7,5
716,38,109,41,1,7,24,4,3,9
715,44,117,38,0,8,25,2,6,9
712,44,111,36,2,6,25,4,2,6
1183,84,72,43,4,4,25,3,9,18
711,48,97,39,1,4,31,3,8,5
1187,80,74,56,5,3,30,9,4,0
1181,0,0,0,0,0,0,0,0,0
1184,87,72,49,5,6,25,4,10,16
713,65,100,35,1,4,26,7,5,11
710,58,98,40,7,6,27,4,6,8
1185,109,83,43,9,2,12,2,6,3
1180,105,65,43,5,2,19,7,6,15
1178,101,77,43,4,1,18,7,6,15
714,54,96,40,2,3,20,1,4,6
1177,102,67,50,2,2,16,1,9,14
1186,80,66,46,2,4,19,4,13,18
1179,83,74,49,3,4,18,12,8,12
1182,91,65,45,1,2,22,2,6,22
1176,98,74,30,6,0,24,3,8,28
1175,112,66,46,0,3,20,12,7,12
298,95,38,36,7,4,13,1,10,14
1174,87,82,40,16,1,18,3,10,1
295,112,37,38,6,2,8,0,4,20
296,143,30,33,3,2,8,4,9,10
292,120,28,34,3,1,8,1,14,11
294,108,31,40,6,1,12,4,11,12
721,44,113,27,4,8,27,1,4,4
722,50,125,42,4,5,15,1,4,3
297,113,30,30,1,2,9,2,15,11
720,48,110,44,1,6,19,4,4,7
293,125,25,35,5,0,14,0,3,12
723,68,117,28,3,5,21,5,6,5
733,62,98,41,4,7,24,4,4,3
732,39,123,44,3,2,23,10,0,6
734,56,96,33,1,4,23,10,0,8
729,57,102,41,3,4,32,2,6,5
730,59,102,42,1,4,21,5,3,6
728,37,122,32,4,4,21,5,9,6
727,57,102,41,2,4,29,4,6,5
2814,40,153,28,3,5,19,2,2,6
2026,124,57,42,5,4,14,5,13,17
2034,90,60,36,14,3,7,8,17,15
2830,61,101,47,3,4,25,6,8,10
2813,54,147,26,1,5,22,2,2,1
2809,46,149,25,2,5,19,2,14,2
2810,47,156,17,5,7,18,0,2,5
2811,51,142,25,1,7,21,1,4,2
2827,64,90,51,5,3,26,6,5,8
1136,82,84,27,4,3,22,4,8,12
1137,83,79,34,3,3,18,5,5,17
2829,66,87,33,10,5,30,13,8,9
1154,71,81,35,3,6,18,9,4,10
2831,78,88,29,4,5,33,5,4,11
1153,77,83,36,1,1,27,9,7,7
2828,79,92,49,4,4,22,8,5,13
1152,86,75,47,8,3,16,7,3,4
2379,71,97,36,2,1,28,5,8,9
1151,79,83,28,4,4,30,2,6,14
2024,80,76,44,9,4,34,5,6,7
1150,73,81,41,4,5,25,2,11,11
2378,83,96,34,3,0,25,5,4,9
2025,82,88,41,13,3,20,1,8,7
2377,69,108,34,3,2,18,4,14,7
2375,84,101,4,4,4,14,3,5,13
2371,54,111,37,4,1,28,4,5,8
2374,70,107,27,7,5,24,6,2,14
2370,82,99,38,4,1,22,6,4,11
2376,78,89,35,5,2,10,3,8,16
2372,84,89,39,8,4,18,4,8,13
2023,82,63,54,10,2,11,5,16,26
2021,81,71,37,4,2,17,6,17,8
2373,82,84,44,1,4,27,3,4,14
1149,82,92,39,4,5,20,4,2,7
1148,67,81,30,3,4,23,3,8,6
2022,88,90,37,5,2,20,9,5,12
1147,67,79,40,5,7,28,9,4,6
1145,67,68,35,4,2,26,5,3,9
1144,69,88,40,5,7,11,6,3,9
2812,44,171,23,3,5,11,1,4,2
1146,87,69,33,5,3,25,6,5,7
1142,59,88,37,3,4,31,7,7,13
1139,82,88,44,5,2,21,4,3,3
1140,81,92,38,5,1,24,3,5,9
1141,81,93,34,2,7,27,2,5,8
1143,78,79,30,2,1,25,3,6,8
1133,,,,,,,,0,0
1138,69,86,41,2,4,31,7,7,5
1135,64,79,37,3,5,11,7,9,14
2815,39,148,25,0,5,19,4,5,5
1134,81,85,52,4,6,20,2,6,9
1132,70,86,38,7,3,16,7,6,10
1127,70,84,34,3,5,21,4,7,9
1131,61,100,48,3,3,23,6,4,9
731,46,88,48,4,5,25,6,2,7
1126,83,77,33,2,5,23,2,5,16
1128,77,80,35,2,4,28,4,8,10
1130,59,94,39,7,2,25,3,2,13
2019,85,84,45,12,2,20,6,8,14
2018,107,77,37,5,4,22,3,11,11
2804,65,113,41,8,9,21,7,8,7
2808,42,162,26,1,2,15,3,5,6
2020,96,67,38,6,2,25,4,6,12
2017,87,75,33,7,4,23,3,11,24
2803,45,129,43,4,8,33,1,13,5
2805,54,130,45,2,5,23,3,9,3
2016,95,77,42,10,4,24,2,5,9
2799,58,106,52,2,6,24,9,0,10
2806,60,113,49,7,7,14,5,6,9
2801,59,123,49,2,2,26,2,7,7
2800,50,126,54,3,3,12,4,7,9
2798,55,123,40,2,8,31,3,4,1
2355,94,71,37,4,4,22,4,4,14
543,93,39,19,4,0,17,5,10,10
2802,61,106,48,2,3,11,5,11,12
2356,80,92,34,3,3,24,2,12,5
2351,65,116,41,4,3,13,3,10,17
2354,67,96,46,1,2,23,6,10,7
2350,82,89,35,3,3,17,1,6,28
2349,95,85,40,1,2,19,5,9,9
2348,64,104,38,4,1,19,8,7,18
2352,65,99,48,7,3,18,5,11,15
2353,55,127,50,3,2,20,4,7,4
2395,93,95,25,2,1,21,3,6,12
2394,76,91,43,3,4,35,8,6,5
2365,73,94,42,0,3,17,8,12,17
2392,90,106,45,2,3,19,6,4,3
2393,72,109,43,10,6,33,4,5,9
2368,71,91,37,4,6,31,1,3,15
2366,81,103,30,7,3,16,2,8,13
2369,73,82,37,9,3,24,7,7,8
2391,74,86,48,3,1,19,4,7,8
2367,83,81,36,5,3,20,8,8,21
2363,70,93,47,3,8,22,1,6,7
2360,80,99,43,5,1,18,6,2,12
2361,75,100,55,2,1,16,6,8,8
2364,68,110,44,5,3,21,2,11,6
2358,70,99,37,5,6,22,3,5,6
2357,74,102,30,3,2,22,6,8,13
2796,55,117,47,4,6,31,2,4,5
2362,63,104,28,2,1,28,7,8,11
2012,81,85,41,4,2,20,6,6,12
2794,62,114,35,5,2,26,5,4,11
2795,44,133,41,4,4,27,5,5,8
2010,77,81,40,5,4,15,2,10,11
2011,92,94,32,4,2,9,4,7,18
2797,52,118,47,7,4,25,3,11,7
2359,80,86,28,4,3,26,4,17,12
2008,83,83,33,6,3,22,3,28,17
2009,68,68,31,3,5,12,8,5,17
2007,89,79,35,6,3,13,3,13,9
2003,86,94,30,4,4,18,11,12,20
2004,74,92,52,4,2,21,1,14,8
2006,99,76,33,3,2,17,7,5,13
2002,92,80,31,4,5,21,6,9,10
2005,94,86,40,7,2,10,1,11,17
1125,76,86,36,4,0,21,4,12,10
2389,67,110,29,7,8,23,6,5,6
2384,67,90,47,3,2,27,5,9,18
2390,81,89,47,1,0,22,5,0,3
2387,72,97,43,8,0,28,8,4,14
2385,81,97,35,1,6,26,1,3,13
2386,81,82,44,3,3,21,3,9,16
2388,78,102,42,3,1,24,7,8,10
1129,74,79,46,6,5,23,4,8,14
2383,73,83,40,7,3,24,7,25,17
2382,64,106,40,4,3,19,1,9,0
2381,79,82,35,4,2,22,0,5,8
2015,86,67,43,5,0,15,7,13,16
2014,100,56,40,6,4,17,3,9,13
2380,63,98,54,2,1,20,2,9,11
2807,54,140,23,1,1,16,5,11,4
2013,74,87,29,3,6,27,9,8,13
2033,110,72,30,5,3,15,7,13,14
2032,93,54,44,14,5,23,2,25,13
2028,107,61,42,7,4,13,6,10,17
2825,32,163,29,1,2,11,2,3,2
2030,97,73,50,9,4,7,2,11,10
2826,31,150,29,5,6,13,3,6,2
2027,107,56,44,6,4,18,7,12,22
2029,103,60,42,5,1,25,4,10,31
2824,58,148,21,4,5,22,4,1,0
2031,104,50,42,12,2,22,5,11,14
2822,45,152,25,2,5,11,2,7,1
2823,52,131,26,2,6,17,3,3,7
2821,44,149,27,0,3,17,4,1,4
2820,47,132,31,1,4,23,4,1,2
2819,37,140,31,3,10,17,3,7,9
2818,52,151,24,1,3,20,1,4,1
2038,101,64,43,9,4,24,5,8,9
2817,52,142,18,0,14,11,4,1,3
2039,105,76,34,5,4,13,6,13,17
2036,115,53,38,13,3,14,7,11,10
2040,112,53,40,8,5,14,6,11,22
2816,50,151,22,4,6,12,3,6,6
2035,111,56,36,5,1,17,4,9,23
2037,102,54,37,10,0,20,5,5,11
1163,74,64,40,5,5,26,3,6,10
1159,75,85,32,5,3,8,1,12,14
2716,0,0,0,0,0,0,0,0,0
2759,78,55,40,10,2,10,4,7,11
2760,103,50,61,5,2,7,6,7,14
2717,49,136,39,3,4,20,7,0,9
2718,62,146,29,1,1,17,5,3,2
2788,49,125,33,2,9,25,6,6,3
336,90,80,36,1,6,18,6,8,11
1620,69,95,34,3,4,17,7,7,8
324,62,97,42,6,1,19,6,13,17
325,69,84,34,6,2,31,4,3,16
326,60,96,39,5,2,28,4,8,9
327,75,92,57,4,1,21,6,3,13
337,62,103,38,6,2,23,4,8,7
1619,73,96,32,6,4,21,2,7,7
1601,60,90,44,5,1,27,6,4,6
1602,70,86,41,4,2,26,1,4,4
323,79,90,43,2,1,15,5,3,16
1599,72,79,42,4,2,28,6,9,1
1600,74,66,36,3,3,24,11,4,13
1596,73,103,38,1,4,20,2,10,3
1594,84,70,49,1,1,20,7,8,5
1595,57,96,43,6,4,27,4,3,6
1598,61,91,48,2,10,29,3,5,7
1597,73,81,38,1,3,18,5,3,15
1626,88,85,39,5,4,20,5,6,2
1593,42,103,41,3,4,27,6,11,8
1629,69,99,33,3,2,29,7,4,8
1628,19,102,27,4,6,23,9,2,9
1624,74,95,41,6,6,24,2,6,12
1622,72,82,52,3,4,23,6,4,8
1625,81,72,47,5,3,27,7,4,10
1623,62,82,41,6,3,34,5,1,10
1627,70,83,39,2,1,38,4,7,3
1591,60,74,46,5,3,27,9,8,10
2758,72,45,52,4,3,12,5,9,20
1621,67,74,46,3,4,31,3,6,11
1592,69,82,30,5,1,33,8,3,12
1586,70,80,47,0,2,27,4,5,13
1588,46,97,44,3,1,24,7,1,5
1587,69,104,41,11,1,23,7,5,9
1589,54,100,34,1,0,28,3,6,10
1590,83,56,51,7,1,26,5,5,11
1582,47,97,45,3,4,19,8,3,7
1583,80,83,32,3,2,29,6,7,11
1585,63,101,33,2,4,25,8,6,7
1581,78,71,51,8,3,20,7,4,8
1584,67,86,26,5,4,24,4,3,9
320,56,105,41,8,7,20,8,3,16
321,59,94,45,4,5,31,3,8,9
534,72,97,29,3,1,20,3,3,14
317,75,100,40,6,2,17,9,3,7
535,76,81,35,4,3,29,1,5,7
319,96,81,55,3,3,14,8,4,14
532,63,86,32,7,1,27,4,3,5
322,90,81,42,9,0,29,5,5,15
530,65,96,26,2,3,23,5,7,9
318,67,92,36,5,1,23,5,8,7
529,84,78,25,2,2,28,4,6,15
533,76,78,44,5,2,27,3,2,4
1617,77,93,36,3,4,17,3,7,10
528,77,94,25,2,1,24,3,5,13
531,75,78,37,2,4,26,3,5,9
1616,71,94,41,5,2,25,6,5,6
1613,52,72,66,1,0,23,3,2,4
1618,65,89,36,2,6,24,8,1,7
1614,55,91,31,4,7,22,7,6,13
1612,66,86,40,3,4,24,4,7,9
1610,67,90,26,4,3,18,5,5,11
527,71,74,29,3,1,29,6,8,17
1611,76,98,34,4,1,15,9,3,11
1615,68,96,46,4,9,24,3,4,6
2787,58,102,44,2,3,33,5,7,9
2786,70,108,37,3,2,24,9,4,10
2782,60,127,37,1,3,24,5,2,9
2780,69,119,31,2,3,27,3,2,6
2781,56,112,42,2,8,27,3,7,10
2785,62,117,41,4,4,25,4,6,10
2784,75,115,30,2,5,21,5,14,8
2779,61,120,43,1,2,22,6,2,15
2783,47,122,51,10,4,22,3,4,3
2775,0,0,0,0,0,0,0,0,0
1161,51,99,43,4,1,27,7,5,6
335,58,86,37,5,3,32,5,15,14
2773,79,89,40,6,2,21,3,9,8
2776,61,120,41,3,5,20,5,2,2
2778,74,98,36,5,3,20,2,7,14
2777,60,116,50,4,3,27,3,3,5
332,62,89,41,11,0,24,6,8,7
333,60,100,28,10,1,12,6,3,15
334,67,91,50,1,4,23,4,9,11
2774,67,94,41,5,4,33,5,8,9
328,0,0,0,0,0,0,0,0,0
330,69,88,34,7,3,21,2,4,9
329,74,87,42,3,2,27,5,5,12
331,94,79,42,1,3,9,4,2,10
1567,100,38,33,2,1,13,3,10,10
2715,55,135,40,4,1,20,3,3,2
1160,65,74,33,6,6,21,6,6,11
1564,140,49,44,12,11,23,13,8,11
2712,49,144,34,3,8,22,1,4,3
1566,102,34,27,1,4,15,3,6,19
2714,44,158,36,5,5,14,2,4,3
1565,116,42,27,7,6,6,1,3,7
2711,40,154,33,3,4,22,1,2,3
1563,111,26,37,6,2,19,7,16,5
2706,51,131,32,5,3,21,4,5,7
2707,38,143,33,2,9,20,3,3,5
2709,56,155,22,5,4,11,2,6,4
1162,77,87,33,5,5,18,3,7,9
2708,42,143,32,2,8,25,0,3,5
2713,41,151,27,1,10,17,5,3,8
2710,46,146,22,2,5,24,6,0,1
2754,94,49,41,6,2,14,6,13,11
2757,98,54,58,4,5,19,2,4,11
2755,99,53,37,4,1,9,6,7,15
698,61,122,36,4,2,23,7,5,5
671,73,89,54,1,5,23,8,6,10
672,68,76,50,4,5,26,5,12,10
696,69,100,51,3,5,17,4,12,4
2756,96,53,52,8,1,9,2,8,10
673,52,94,44,8,7,31,8,2,14
697,55,94,49,2,4,20,4,9,5
686,70,38,45,5,7,37,6,3,9
674,65,101,43,2,3,25,7,4,13
670,57,112,44,2,3,27,5,4,5
663,60,117,43,3,6,27,3,1,8
659,75,105,36,3,5,19,1,9,6
648,58,98,45,3,4,27,5,5,8
660,62,105,42,4,11,26,2,11,7
662,56,120,37,3,3,20,6,7,3
658,71,109,39,4,2,16,4,1,8
656,70,108,49,3,6,28,31,6,5
661,57,92,43,2,5,31,3,6,10
655,60,107,36,6,2,22,4,7,15
651,73,88,50,2,4,25,6,5,5
657,67,117,39,5,8,18,3,8,10
654,46,135,48,3,5,28,2,4,4
653,65,127,46,0,1,22,5,4,7
649,56,104,55,0,6,25,2,4,8
650,68,85,56,8,1,18,7,10,8
647,61,111,51,4,1,23,7,2,10
707,68,95,49,2,6,23,9,6,15
652,63,99,41,4,3,36,4,1,11
2753,84,57,48,10,2,13,3,10,11
646,64,94,51,1,4,23,7,7,2
706,79,102,37,2,5,21,3,0,15
705,65,98,45,1,5,40,2,5,3
708,69,105,34,5,7,27,2,5,9
701,0,0,0,0,0,0,0,0,0
702,59,104,37,1,7,26,7,0,10
704,61,105,50,4,3,21,5,8,8
700,74,94,47,1,1,33,1,4,9
685,65,100,50,5,3,16,6,2,4
703,77,91,43,1,4,30,10,6,9
699,70,89,51,3,4,23,4,9,10
679,60,109,34,4,8,37,2,7,7
681,55,109,36,7,6,36,4,4,13
683,60,89,48,3,3,18,4,5,13
678,61,126,38,3,1,16,4,4,14
684,62,109,39,2,7,40,3,1,11
682,66,112,35,1,3,37,3,6,7
669,59,107,46,2,5,28,6,12,8
677,73,91,37,3,6,25,7,9,6
668,48,111,46,3,9,26,3,6,7
676,63,103,47,2,5,29,6,4,6
667,67,114,41,3,8,21,1,5,9
675,63,99,47,1,8,25,4,4,11
680,61,93,44,5,3,21,8,7,7
694,65,106,45,2,3,29,5,6,5
665,68,100,42,3,1,18,5,4,3
664,67,94,51,3,0,25,8,2,8
666,63,86,48,3,4,24,7,16,10
695,82,81,46,4,5,38,3,7,6
693,71,89,40,3,5,26,7,10,11
689,68,97,55,0,4,19,4,6,10
692,45,117,47,7,4,29,3,2,9
2772,102,60,37,3,3,18,3,7,13
688,77,91,45,7,2,20,5,10,7
2771,101,61,41,6,1,8,4,7,13
687,60,115,42,3,2,22,5,6,6
2770,94,54,41,7,4,10,6,7,16
691,70,106,53,3,3,21,4,5,6
690,78,95,35,4,4,33,7,3,7
2769,110,41,49,5,2,11,8,10,18
